journal,idJ,idP,title,idK,keyword
Journal of Water Process Engineering,j20,p25,Cooperative Relative UAV Attitude Estimation Using DoA and RF Polarization,k102,direction-of-arrival estimation
Journal of Water Process Engineering,j20,p25,Cooperative Relative UAV Attitude Estimation Using DoA and RF Polarization,k103,MIMO systems
Journal of Water Process Engineering,j20,p25,Cooperative Relative UAV Attitude Estimation Using DoA and RF Polarization,k104,pose estimation
Journal of Water Process Engineering,j20,p25,Cooperative Relative UAV Attitude Estimation Using DoA and RF Polarization,k105,relative attitude estimation
Journal of Water Process Engineering,j20,p25,Cooperative Relative UAV Attitude Estimation Using DoA and RF Polarization,k106,unmanned aerial vehicles
Journal of Water Process Engineering,j20,p38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,k150,Aeronautical telemetry
Journal of Water Process Engineering,j20,p85,Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,k150,Aeronautical telemetry
Journal of Water Process Engineering,j20,p38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,k151,continuous phase modulation (CPM)
Journal of Water Process Engineering,j20,p38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,k152,frequency-selective multipath
Journal of Water Process Engineering,j20,p38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,k153,shaped offset QPSK (SOQPSK)
Journal of Water Process Engineering,j20,p38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,k154,sparse channel estimation
Journal of Water Process Engineering,j20,p85,Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,k317,compressed sensing
Journal of Water Process Engineering,j20,p85,Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,k318,frequency-selective multi-path
Journal of Water Process Engineering,j20,p85,Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,k319,sparse channel
Journal of Water Process Engineering,j20,p85,Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,k320,sparse equalizers
Journal of Water Process Engineering,j20,p85,Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,k321,transmit diversity
"Noise Reduction: Methods, Applications and Technology",j200,p359,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,k1033,lithography
"Noise Reduction: Methods, Applications and Technology",j200,p359,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,k1034,optics
"Noise Reduction: Methods, Applications and Technology",j200,p359,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,k1035,photonics
International Journal on Interactive Design and Manufacturing,j202,p362,Strategies for Removing Common Mode Failures from TMR Designs Deployed on SRAM FPGAs,k1040,field programmable gate arrays (FPGAs)
International Journal on Interactive Design and Manufacturing,j202,p386,Selective hardening for neural networks in FPGAs,k1088,hardening
International Journal on Interactive Design and Manufacturing,j202,p386,Selective hardening for neural networks in FPGAs,k140,Field-programmable gate array (FPGA)
International Journal on Interactive Design and Manufacturing,j202,p386,Selective hardening for neural networks in FPGAs,k141,neural networks
International Journal on Interactive Design and Manufacturing,j202,p386,Selective hardening for neural networks in FPGAs,k143,reliability
International Journal on Interactive Design and Manufacturing,j202,p362,Strategies for Removing Common Mode Failures from TMR Designs Deployed on SRAM FPGAs,k408,Configuration scrubbing
International Journal on Interactive Design and Manufacturing,j202,p362,Strategies for Removing Common Mode Failures from TMR Designs Deployed on SRAM FPGAs,k412,single-event effects (SEEs)
International Journal on Interactive Design and Manufacturing,j202,p362,Strategies for Removing Common Mode Failures from TMR Designs Deployed on SRAM FPGAs,k413,single-event upset (SEU)
International Journal on Interactive Design and Manufacturing,j202,p385,Microcontroller compiler-assisted software fault tolerance,k413,single-event upset (SEU)
International Journal on Interactive Design and Manufacturing,j202,p362,Strategies for Removing Common Mode Failures from TMR Designs Deployed on SRAM FPGAs,k415,triple modular redundancy (TMR)
International Journal on Interactive Design and Manufacturing,j202,p385,Microcontroller compiler-assisted software fault tolerance,k445,Silent data corruption (SDC)
International Journal on Interactive Design and Manufacturing,j202,p385,Microcontroller compiler-assisted software fault tolerance,k446,soft errors
International Journal on Interactive Design and Manufacturing,j202,p385,Microcontroller compiler-assisted software fault tolerance,k447,software fault tolerance
Industrial and Engineering Chemistry Research,j204,p366,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials,k1051,Active learning
Industrial and Engineering Chemistry Research,j204,p366,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials,k1052,Alloy phase prediction
Industrial and Engineering Chemistry Research,j204,p366,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials,k1053,Cluster expansion
Industrial and Engineering Chemistry Research,j204,p366,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials,k1054,Interatomic potentials
Industrial and Engineering Chemistry Research,j204,p366,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials,k1055,Moment Tensor Potentials
Industrial and Engineering Chemistry Research,j204,p366,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials,k393,Machine learning
"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",j205,p376,Testing and analysis of masonry hollow clay block prisms filled with mortar,k1067,Clay blocks
"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",j205,p376,Testing and analysis of masonry hollow clay block prisms filled with mortar,k1068,Compressive strength
"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",j205,p376,Testing and analysis of masonry hollow clay block prisms filled with mortar,k1069,FEA
"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",j205,p376,Testing and analysis of masonry hollow clay block prisms filled with mortar,k1070,Numerical modelling
"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",j205,p376,Testing and analysis of masonry hollow clay block prisms filled with mortar,k1071,Structural masonry
Journal of Biophotonics,j206,p377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,k1072,Ensemble feature selection
Journal of Biophotonics,j206,p377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,k1073,Maximal oxygen uptake
Journal of Biophotonics,j206,p377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,k1074,Prediction
Journal of Biophotonics,j206,p377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,k1075,Rank aggregation
Journal of Biophotonics,j206,p377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,k1076,Support vector machine
Accident Analysis and Prevention,j207,p379,Data-driven dynamic equivalents for power system areas from boundary measurements,k1077,Dynamic equivalent
Accident Analysis and Prevention,j207,p379,Data-driven dynamic equivalents for power system areas from boundary measurements,k1078,Online measurement
Accident Analysis and Prevention,j207,p379,Data-driven dynamic equivalents for power system areas from boundary measurements,k1079,REI equivalent
Accident Analysis and Prevention,j207,p379,Data-driven dynamic equivalents for power system areas from boundary measurements,k1080,WLS nonlinear optimization
Accident Analysis and Prevention,j207,p379,Data-driven dynamic equivalents for power system areas from boundary measurements,k734,Parameter identification
Mechanics of Materials,j208,p382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",k1081,compositional MRI
